Material,Thickness (mm),Label,Group,Mean,StdDev,Min,Max,X,Y
Rigid 10k,53.34,L9,L,0.182,0,0.182,0.182,1000.912,1825.382
Rigid 10k,55.88,M1,M,0.176,0,0.176,0.176,1377.382,1704.912
Rigid 10k,55.88,M2,M,0.171,0,0.171,0.171,1307.735,1706.794
Rigid 10k,55.88,M3,M,0.171,0,0.171,0.171,1243.735,1712.441
Rigid 10k,55.88,M4,M,0.174,0,0.174,0.174,1373.618,1761.382
Rigid 10k,55.88,M5,M,0.171,0,0.171,0.171,1317.147,1770.794
Rigid 10k,55.88,M6,M,0.171,0,0.171,0.171,1238.088,1785.853
Rigid 10k,55.88,M7,M,0.173,0,0.173,0.173,1360.441,1823.5
Rigid 10k,55.88,M8,M,0.172,0,0.172,0.172,1311.5,1831.029
Rigid 10k,55.88,M9,M,0.172,0,0.172,0.172,1260.677,1836.677
Rigid 10k,58.42,N1,N,0.166,0,0.166,0.166,1383.029,1396.206
Rigid 10k,58.42,N2,N,0.163,0,0.163,0.163,1303.971,1401.853
Rigid 10k,58.42,N3,N,0.165,0,0.165,0.165,1245.618,1399.971
Rigid 10k,58.42,N4,N,0.166,0,0.166,0.166,1399.971,1465.853
Rigid 10k,58.42,N5,N,0.164,0,0.164,0.164,1307.735,1467.735
Rigid 10k,58.42,N6,N,0.16,0,0.16,0.16,1234.323,1469.618
Rigid 10k,58.42,N7,N,0.166,0,0.166,0.166,1398.088,1533.618
Rigid 10k,58.42,N8,N,0.159,0,0.159,0.159,1305.853,1544.912
Rigid 10k,58.42,N9,N,0.162,0,0.162,0.162,1249.382,1548.677
Rigid 10k,60.96,O1,O,0.16,0,0.16,0.16,1384.912,1117.618
Rigid 10k,60.96,O2,O,0.156,0,0.156,0.156,1300.206,1123.265
Rigid 10k,60.96,O3,O,0.16,0,0.16,0.16,1245.618,1127.029
Rigid 10k,60.96,O4,O,0.158,0,0.158,0.158,1381.147,1183.5
Rigid 10k,60.96,O5,O,0.156,0,0.156,0.156,1311.5,1189.147
Rigid 10k,60.96,O6,O,0.153,0,0.153,0.153,1266.323,1196.677
Rigid 10k,60.96,O7,O,0.158,0,0.158,0.158,1384.912,1249.382
Rigid 10k,60.96,O8,O,0.155,0,0.155,0.155,1317.147,1271.971
Rigid 10k,60.96,O9,O,0.156,0,0.156,0.156,1268.206,1273.853
Rigid 10k,63.5,P1,P,0.155,0,0.155,0.155,1381.147,865.382
Rigid 10k,63.5,P2,P,0.157,0,0.157,0.157,1298.323,865.382
Rigid 10k,63.5,P3,P,0.154,0,0.154,0.154,1211.735,867.265
Rigid 10k,63.5,P4,P,0.154,0,0.154,0.154,1379.265,923.735
Rigid 10k,63.5,P5,P,0.154,0,0.154,0.154,1305.853,936.912
Rigid 10k,63.5,P6,P,0.151,0,0.151,0.151,1243.735,938.794
Rigid 10k,63.5,P7,P,0.151,0,0.151,0.151,1364.206,1012.206
Rigid 10k,63.5,P8,P,0.152,0,0.152,0.152,1315.265,1015.971
Rigid 10k,63.5,P9,P,0.152,0,0.152,0.152,1249.382,1031.029
Rigid 10k,66.04,Q1,Q,0.153,0,0.153,0.153,1113.853,859.735
Rigid 10k,66.04,Q2,Q,0.156,0,0.156,0.156,1019.735,861.618
Rigid 10k,66.04,Q3,Q,0.157,0,0.157,0.157,970.794,859.735
Rigid 10k,66.04,Q4,Q,0.147,0,0.147,0.147,1096.912,923.735
Rigid 10k,66.04,Q5,Q,0.15,0,0.15,0.15,1051.735,927.5
Rigid 10k,66.04,Q6,Q,0.153,0,0.153,0.153,993.382,935.029
Rigid 10k,66.04,Q7,Q,0.147,0,0.147,0.147,1102.559,1000.912
Rigid 10k,66.04,Q8,Q,0.151,0,0.151,0.151,1046.088,1000.912
Rigid 10k,66.04,Q9,Q,0.151,0,0.151,0.151,993.382,1002.794
Rigid 10k,68.58,R1,R,0.15,0,0.15,0.15,837.147,863.5
Rigid 10k,68.58,R2,R,0.152,0,0.152,0.152,773.147,857.853
Rigid 10k,68.58,R3,R,0.151,0,0.151,0.151,707.265,863.5
Rigid 10k,68.58,R4,R,0.15,0,0.15,0.15,837.147,910.559
Rigid 10k,68.58,R5,R,0.149,0,0.149,0.149,775.029,918.088
Rigid 10k,68.58,R6,R,0.146,0,0.146,0.146,727.971,923.735
Rigid 10k,68.58,R7,R,0.146,0,0.146,0.146,823.971,983.971
Rigid 10k,68.58,R8,R,0.149,0,0.149,0.149,769.382,987.735
Rigid 10k,68.58,R9,R,0.146,0,0.146,0.146,724.206,989.618
Rigid 10k,71.12,S1,S,0.14,0,0.14,0.14,575.5,867.265
Rigid 10k,71.12,S2,S,0.138,0,0.138,0.138,483.265,867.265
Rigid 10k,71.12,S3,S,0.138,0,0.138,0.138,404.206,872.912
Rigid 10k,71.12,S4,S,0.142,0,0.142,0.142,573.618,950.088
Rigid 10k,71.12,S5,S,0.139,0,0.139,0.139,494.559,950.088
Rigid 10k,71.12,S6,S,0.14,0,0.14,0.14,423.029,961.382
Rigid 10k,71.12,S7,S,0.138,0,0.138,0.138,545.382,1010.323
Rigid 10k,71.12,S8,S,0.137,0,0.137,0.137,494.559,1015.971
Rigid 10k,71.12,S9,S,0.136,0,0.136,0.136,432.441,1023.5
Rigid 10k,73.66,T1,T,0.13,0,0.13,0.13,541.618,1121.382
Rigid 10k,73.66,T2,T,0.127,0,0.127,0.127,460.676,1130.794
Rigid 10k,73.66,T3,T,0.129,0,0.129,0.129,392.912,1121.382
Rigid 10k,73.66,T4,T,0.129,0,0.129,0.129,543.5,1187.265
Rigid 10k,73.66,T5,T,0.129,0,0.129,0.129,468.206,1187.265
Rigid 10k,73.66,T6,T,0.128,0,0.128,0.128,413.618,1204.206
Rigid 10k,73.66,T7,T,0.127,0,0.127,0.127,528.441,1249.382
Rigid 10k,73.66,T8,T,0.126,0,0.126,0.126,483.265,1256.912
Rigid 10k,73.66,T9,T,0.125,0,0.125,0.125,432.441,1256.912
Rigid 10k,76.2,U1,U,0.119,0,0.119,0.119,554.794,1398.088
Rigid 10k,76.2,U2,U,0.118,0,0.118,0.118,494.559,1398.088
Rigid 10k,76.2,U3,U,0.118,0,0.118,0.118,432.441,1403.735
Rigid 10k,76.2,U4,U,0.118,0,0.118,0.118,551.029,1463.971
Rigid 10k,76.2,U5,U,0.114,0,0.114,0.114,502.088,1463.971
Rigid 10k,76.2,U6,U,0.117,0,0.117,0.117,447.5,1463.971
Rigid 10k,76.2,U7,U,0.121,0,0.121,0.121,552.912,1543.029
Rigid 10k,76.2,U8,U,0.118,0,0.118,0.118,496.441,1543.029
Rigid 10k,76.2,U9,U,0.117,0,0.117,0.117,432.441,1550.559
Rigid 10k,78.74,V1,V,0.118,0,0.118,0.118,846.559,1407.5
Rigid 10k,78.74,V2,V,0.115,0,0.115,0.115,771.265,1411.265
Rigid 10k,78.74,V3,V,0.115,0,0.115,0.115,692.206,1411.265
Rigid 10k,78.74,V4,V,0.112,0,0.112,0.112,823.971,1473.382
Rigid 10k,78.74,V5,V,0.115,0,0.115,0.115,756.206,1471.5
Rigid 10k,78.74,V6,V,0.113,0,0.113,0.113,686.559,1479.029
Rigid 10k,78.74,V7,V,0.11,0,0.11,0.11,784.441,1550.559
Rigid 10k,78.74,V8,V,0.112,0,0.112,0.112,731.735,1552.441
Rigid 10k,78.74,V9,V,0.113,0,0.113,0.113,677.147,1556.206
Rigid 10k,78.74,W1,V,0.105,0,0.105,0.105,1127.029,1405.618
Rigid 10k,81.28,W2,W,0.106,0,0.106,0.106,1059.265,1409.382
Rigid 10k,81.28,W3,W,0.105,0,0.105,0.105,980.206,1403.735
Rigid 10k,81.28,W4,W,0.105,0,0.105,0.105,1134.559,1463.971
Rigid 10k,81.28,W5,W,0.102,0,0.102,0.102,1068.677,1469.618
Rigid 10k,81.28,W6,W,0.104,0,0.104,0.104,1004.677,1477.147
Rigid 10k,81.28,W7,W,0.105,0,0.105,0.105,1142.088,1533.618
Rigid 10k,81.28,W8,W,0.103,0,0.103,0.103,1083.735,1537.382
Rigid 10k,81.28,W9,W,0.106,0,0.106,0.106,1029.147,1543.029
Rigid 10k,81.28,X1,W,0.107,0,0.107,0.107,1127.029,1123.265
Rigid 10k,83.82,X2,X,0.108,0,0.108,0.108,1047.971,1128.912
Rigid 10k,83.82,X3,X,0.111,0,0.111,0.111,974.559,1128.912
Rigid 10k,83.82,X4,X,0.106,0,0.106,0.106,1130.794,1196.677
Rigid 10k,83.82,X5,X,0.107,0,0.107,0.107,1053.618,1204.206
Rigid 10k,83.82,X6,X,0.109,0,0.109,0.109,997.147,1219.265
Rigid 10k,83.82,X7,X,0.102,0,0.102,0.102,1125.147,1281.382
Rigid 10k,83.82,X8,X,0.107,0,0.107,0.107,1074.323,1283.265
Rigid 10k,83.82,X9,X,0.102,0,0.102,0.102,1010.324,1296.441
Rigid 10k,83.82,Y1,X,0.109,0,0.109,0.109,839.029,1127.029
Rigid 10k,86.36,Y2,Y,0.109,0,0.109,0.109,771.265,1134.559
Rigid 10k,86.36,Y3,Y,0.109,0,0.109,0.109,707.265,1136.441
Rigid 10k,86.36,Y4,Y,0.106,0,0.106,0.106,820.206,1211.735
Rigid 10k,86.36,Y5,Y,0.108,0,0.108,0.108,765.618,1209.853
Rigid 10k,86.36,Y6,Y,0.107,0,0.107,0.107,714.794,1221.147
Rigid 10k,86.36,Y7,Y,0.106,0,0.106,0.106,803.265,1288.912
Rigid 10k,86.36,Y8,Y,0.103,0,0.103,0.103,758.088,1287.029
Rigid 10k,86.36,Y9,Y,0.108,0,0.108,0.108,697.853,1303.971
TPU 100_ infill,25.4,A1,A,0.701,0,0.701,0.701,1359,602
TPU 100_ infill,25.4,A2,A,0.734,0,0.734,0.734,1281.382,607.5
TPU 100_ infill,25.4,A3,A,0.738,0,0.738,0.738,1211.735,609.382
TPU 100_ infill,25.4,A4,A,0.704,0,0.704,0.704,1356.677,669.618
TPU 100_ infill,25.4,A5,A,0.74,0,0.74,0.74,1287.029,677.147
TPU 100_ infill,25.4,A6,A,0.74,0,0.74,0.74,1219.265,680.912
TPU 100_ infill,25.4,A7,A,0.704,0,0.704,0.704,1354.794,754.324
TPU 100_ infill,25.4,A8,A,0.735,0,0.735,0.735,1292.677,754.324
TPU 100_ infill,25.4,A9,A,0.739,0,0.739,0.739,1221.147,758.088
TPU 100_ infill,27.94,B1,B,0.695,0,0.695,0.695,1093.147,611.265
TPU 100_ infill,27.94,B2,B,0.712,0,0.712,0.712,1021.618,613.147
TPU 100_ infill,27.94,B3,B,0.734,0,0.734,0.734,946.324,616.912
TPU 100_ infill,27.94,B4,B,0.713,0,0.713,0.713,1087.5,677.147
TPU 100_ infill,27.94,B5,B,0.726,0,0.726,0.726,1031.029,677.147
TPU 100_ infill,27.94,B6,B,0.749,0,0.749,0.749,959.5,684.676
TPU 100_ infill,27.94,B7,B,0.708,0,0.708,0.708,1104.441,748.676
TPU 100_ infill,27.94,B8,B,0.733,0,0.733,0.733,1034.794,754.324
TPU 100_ infill,27.94,B9,B,0.745,0,0.745,0.745,978.324,754.324
TPU 100_ infill,30.48,C1,C,0.706,0,0.706,0.706,842.794,603.735
TPU 100_ infill,30.48,C2,C,0.714,0,0.714,0.714,771.265,611.265
TPU 100_ infill,30.48,C3,C,0.707,0,0.707,0.707,682.794,603.735
TPU 100_ infill,30.48,C4,C,0.72,0,0.72,0.72,837.147,690.324
TPU 100_ infill,30.48,C5,C,0.734,0,0.734,0.734,771.265,690.324
TPU 100_ infill,30.48,C6,C,0.72,0,0.72,0.72,705.382,697.853
TPU 100_ infill,30.48,C7,C,0.723,0,0.723,0.723,852.206,752.441
TPU 100_ infill,30.48,C8,C,0.729,0,0.729,0.729,782.559,754.324
TPU 100_ infill,30.48,C9,C,0.723,0,0.723,0.723,712.912,756.206
TPU 100_ infill,33.02,D1,D,0.659,0,0.659,0.659,588.676,601.853
TPU 100_ infill,33.02,D2,D,0.656,0,0.656,0.656,498.324,607.5
TPU 100_ infill,33.02,D3,D,0.656,0,0.656,0.656,432.441,611.265
TPU 100_ infill,33.02,D4,D,0.664,0,0.664,0.664,567.971,686.559
TPU 100_ infill,33.02,D5,D,0.663,0,0.663,0.663,507.735,684.676
TPU 100_ infill,33.02,D6,D,0.656,0,0.656,0.656,439.971,690.324
TPU 100_ infill,33.02,D7,D,0.667,0,0.667,0.667,551.029,752.441
TPU 100_ infill,33.02,D8,D,0.661,0,0.661,0.661,490.794,754.324
TPU 100_ infill,33.02,D9,D,0.655,0,0.655,0.655,426.794,759.971
TPU 100_ infill,35.56,E1,E,0.603,0,0.603,0.603,317.618,613.147
TPU 100_ infill,35.56,E2,E,0.624,0,0.624,0.624,244.206,611.265
TPU 100_ infill,35.56,E3,E,0.622,0,0.622,0.622,150.088,613.147
TPU 100_ infill,35.56,E4,E,0.604,0,0.604,0.604,302.559,682.794
TPU 100_ infill,35.56,E5,E,0.622,0,0.622,0.622,249.853,680.912
TPU 100_ infill,35.56,E6,E,0.624,0,0.624,0.624,170.794,684.676
TPU 100_ infill,35.56,E7,E,0.605,0,0.605,0.605,298.794,748.676
TPU 100_ infill,35.56,E8,E,0.622,0,0.622,0.622,234.794,748.676
TPU 100_ infill,35.56,E9,E,0.625,0,0.625,0.625,170.794,761.853
TPU 100_ infill,38.1,F1,F,0.568,0,0.568,0.568,304.441,867.265
TPU 100_ infill,38.1,F2,F,0.582,0,0.582,0.582,231.029,869.147
TPU 100_ infill,38.1,F3,F,0.576,0,0.576,0.576,153.853,878.559
TPU 100_ infill,38.1,F4,F,0.562,0,0.562,0.562,291.265,935.029
TPU 100_ infill,38.1,F5,F,0.581,0,0.581,0.581,223.5,940.677
TPU 100_ infill,38.1,F6,F,0.58,0,0.58,0.58,161.382,940.677
TPU 100_ infill,38.1,F7,F,0.569,0,0.569,0.569,293.147,999.029
TPU 100_ infill,38.1,F8,F,0.587,0,0.587,0.587,223.5,993.382
TPU 100_ infill,38.1,F9,F,0.579,0,0.579,0.579,170.794,999.029
TPU 100_ infill,40.64,G1,G,0.527,0,0.527,0.527,310.088,1136.441
TPU 100_ infill,40.64,G2,G,0.543,0,0.543,0.543,219.735,1136.441
TPU 100_ infill,40.64,G3,G,0.536,0,0.536,0.536,153.853,1140.206
TPU 100_ infill,40.64,G4,G,0.524,0,0.524,0.524,285.618,1196.677
TPU 100_ infill,40.64,G5,G,0.545,0,0.545,0.545,221.618,1198.559
TPU 100_ infill,40.64,G6,G,0.535,0,0.535,0.535,167.029,1200.441
TPU 100_ infill,40.64,G7,G,0.528,0,0.528,0.528,287.5,1255.029
TPU 100_ infill,40.64,G8,G,0.541,0,0.541,0.541,229.147,1258.794
TPU 100_ infill,40.64,G9,G,0.536,0,0.536,0.536,176.441,1262.559
TPU 100_ infill,43.18,H1,H,0.483,0,0.483,0.483,279.971,1388.677
TPU 100_ infill,43.18,H2,H,0.505,0,0.505,0.505,206.559,1394.323
TPU 100_ infill,43.18,H3,H,0.497,0,0.497,0.497,142.559,1392.441
TPU 100_ infill,43.18,H4,H,0.484,0,0.484,0.484,291.265,1448.912
TPU 100_ infill,43.18,H5,H,0.505,0,0.505,0.505,210.324,1445.147
TPU 100_ infill,43.18,H6,H,0.492,0,0.492,0.492,155.735,1448.912
TPU 100_ infill,43.18,H7,H,0.483,0,0.483,0.483,304.441,1507.265
TPU 100_ infill,43.18,H8,H,0.495,0,0.495,0.495,231.029,1509.147
TPU 100_ infill,43.18,H9,H,0.493,0,0.493,0.493,165.147,1514.794
TPU 100_ infill,45.72,I1,I,0.456,0,0.456,0.456,306.324,1667.265
TPU 100_ infill,45.72,I2,I,0.463,0,0.463,0.463,202.794,1663.5
TPU 100_ infill,45.72,I3,I,0.461,0,0.461,0.461,150.088,1672.912
TPU 100_ infill,45.72,I4,I,0.446,0,0.446,0.446,291.265,1733.147
TPU 100_ infill,45.72,I5,I,0.462,0,0.462,0.462,208.441,1735.029
TPU 100_ infill,45.72,I6,I,0.456,0,0.456,0.456,165.147,1750.088
TPU 100_ infill,45.72,I7,I,0.438,0,0.438,0.438,285.618,1819.735
TPU 100_ infill,45.72,I8,I,0.449,0,0.449,0.449,227.265,1814.088
TPU 100_ infill,45.72,I9,I,0.449,0,0.449,0.449,163.265,1815.971
TPU 100_ infill,48.26,J1,J,0.421,0,0.421,0.421,581.147,1684.206
TPU 100_ infill,48.26,J2,J,0.424,0,0.424,0.424,479.5,1687.971
TPU 100_ infill,48.26,J3,J,0.42,0,0.42,0.42,415.5,1695.5
TPU 100_ infill,48.26,J4,J,0.414,0,0.414,0.414,571.735,1750.088
TPU 100_ infill,48.26,J5,J,0.415,0,0.415,0.415,485.147,1757.618
TPU 100_ infill,48.26,J6,J,0.414,0,0.414,0.414,417.382,1761.382
TPU 100_ infill,48.26,J7,J,0.404,0,0.404,0.404,581.147,1819.735
TPU 100_ infill,48.26,J8,J,0.406,0,0.406,0.406,498.324,1823.5
TPU 100_ infill,48.26,J9,J,0.425,0,0.425,0.425,419.265,1829.147
TPU 100_ infill,50.8,K1,K,0.377,0,0.377,0.377,844.677,1689.853
TPU 100_ infill,50.8,K2,K,0.383,0,0.383,0.383,746.794,1693.618
TPU 100_ infill,50.8,K3,K,0.388,0,0.388,0.388,682.794,1689.853
TPU 100_ infill,50.8,K4,K,0.374,0,0.374,0.374,844.677,1746.323
TPU 100_ infill,50.8,K5,K,0.373,0,0.373,0.373,754.324,1757.618
TPU 100_ infill,50.8,K6,K,0.377,0,0.377,0.377,697.853,1761.382
TPU 100_ infill,50.8,K7,K,0.359,0,0.359,0.359,831.5,1817.853
TPU 100_ infill,50.8,K8,K,0.367,0,0.367,0.367,767.5,1819.735
TPU 100_ infill,50.8,K9,K,0.373,0,0.373,0.373,709.147,1829.147
TPU 100_ infill,53.34,L1,L,0.34,0,0.34,0.34,1125.147,1697.382
TPU 100_ infill,53.34,L2,L,0.342,0,0.342,0.342,1049.853,1703.029
TPU 100_ infill,53.34,L3,L,0.342,0,0.342,0.342,976.441,1706.794
TPU 100_ infill,53.34,L4,L,0.337,0,0.337,0.337,1125.147,1759.5
TPU 100_ infill,53.34,L5,L,0.339,0,0.339,0.339,1047.971,1768.912
TPU 100_ infill,53.34,L6,L,0.338,0,0.338,0.338,991.5,1772.677
TPU 100_ infill,53.34,L7,L,0.334,0,0.334,0.334,1111.971,1808.441
TPU 100_ infill,53.34,L8,L,0.332,0,0.332,0.332,1055.5,1812.206
TPU 100_ infill,53.34,L9,L,0.331,0,0.331,0.331,1000.912,1825.382
TPU 100_ infill,55.88,M1,M,0.327,0,0.327,0.327,1377.382,1704.912
TPU 100_ infill,55.88,M2,M,0.326,0,0.326,0.326,1307.735,1706.794
TPU 100_ infill,55.88,M3,M,0.326,0,0.326,0.326,1243.735,1712.441
TPU 100_ infill,55.88,M4,M,0.325,0,0.325,0.325,1373.618,1761.382
TPU 100_ infill,55.88,M5,M,0.323,0,0.323,0.323,1317.147,1770.794
TPU 100_ infill,55.88,M6,M,0.321,0,0.321,0.321,1238.088,1785.853
TPU 100_ infill,55.88,M7,M,0.321,0,0.321,0.321,1360.441,1823.5
TPU 100_ infill,55.88,M8,M,0.322,0,0.322,0.322,1311.5,1831.029
TPU 100_ infill,55.88,M9,M,0.338,0,0.338,0.338,1260.677,1836.677
TPU 100_ infill,58.42,N1,N,0.311,0,0.311,0.311,1383.029,1396.206
TPU 100_ infill,58.42,N2,N,0.311,0,0.311,0.311,1303.971,1401.853
TPU 100_ infill,58.42,N3,N,0.315,0,0.315,0.315,1245.618,1399.971
TPU 100_ infill,58.42,N4,N,0.471,0,0.471,0.471,1399.971,1465.853
TPU 100_ infill,58.42,N5,N,0.309,0,0.309,0.309,1307.735,1467.735
TPU 100_ infill,58.42,N6,N,0.313,0,0.313,0.313,1234.323,1469.618
TPU 100_ infill,58.42,N7,N,0.453,0,0.453,0.453,1398.088,1533.618
TPU 100_ infill,58.42,N8,N,0.304,0,0.304,0.304,1305.853,1544.912
TPU 100_ infill,58.42,N9,N,0.311,0,0.311,0.311,1249.382,1548.677
TPU 100_ infill,60.96,O1,O,0.321,0,0.321,0.321,1384.912,1117.618
TPU 100_ infill,60.96,O2,O,0.3,0,0.3,0.3,1300.206,1123.265
TPU 100_ infill,60.96,O3,O,0.304,0,0.304,0.304,1245.618,1127.029
TPU 100_ infill,60.96,O4,O,0.29,0,0.29,0.29,1381.147,1183.5
TPU 100_ infill,60.96,O5,O,0.3,0,0.3,0.3,1311.5,1189.147
TPU 100_ infill,60.96,O6,O,0.297,0,0.297,0.297,1266.323,1196.677
TPU 100_ infill,60.96,O7,O,0.319,0,0.319,0.319,1384.912,1249.382
TPU 100_ infill,60.96,O8,O,0.296,0,0.296,0.296,1317.147,1271.971
TPU 100_ infill,60.96,O9,O,0.302,0,0.302,0.302,1268.206,1273.853
TPU 100_ infill,63.5,P1,P,0.28,0,0.28,0.28,1381.147,865.382
TPU 100_ infill,63.5,P2,P,0.292,0,0.292,0.292,1298.323,865.382
TPU 100_ infill,63.5,P3,P,0.294,0,0.294,0.294,1211.735,867.265
TPU 100_ infill,63.5,P4,P,0.281,0,0.281,0.281,1379.265,923.735
TPU 100_ infill,63.5,P5,P,0.291,0,0.291,0.291,1305.853,936.912
TPU 100_ infill,63.5,P6,P,0.293,0,0.293,0.293,1243.735,938.794
TPU 100_ infill,63.5,P7,P,0.278,0,0.278,0.278,1364.206,1012.206
TPU 100_ infill,63.5,P8,P,0.289,0,0.289,0.289,1315.265,1015.971
TPU 100_ infill,63.5,P9,P,0.292,0,0.292,0.292,1249.382,1031.029
TPU 100_ infill,66.04,Q1,Q,0.287,0,0.287,0.287,1113.853,859.735
TPU 100_ infill,66.04,Q2,Q,0.3,0,0.3,0.3,1019.735,861.618
TPU 100_ infill,66.04,Q3,Q,0.301,0,0.301,0.301,970.794,859.735
TPU 100_ infill,66.04,Q4,Q,0.286,0,0.286,0.286,1096.912,923.735
TPU 100_ infill,66.04,Q5,Q,0.294,0,0.294,0.294,1051.735,927.5
TPU 100_ infill,66.04,Q6,Q,0.301,0,0.301,0.301,993.382,935.029
TPU 100_ infill,66.04,Q7,Q,0.287,0,0.287,0.287,1102.559,1000.912
TPU 100_ infill,66.04,Q8,Q,0.296,0,0.296,0.296,1046.088,1000.912
TPU 100_ infill,66.04,Q9,Q,0.296,0,0.296,0.296,993.382,1002.794
TPU 100_ infill,68.58,R1,R,0.295,0,0.295,0.295,837.147,863.5
TPU 100_ infill,68.58,R2,R,0.294,0,0.294,0.294,773.147,857.853
TPU 100_ infill,68.58,R3,R,0.29,0,0.29,0.29,707.265,863.5
TPU 100_ infill,68.58,R4,R,0.295,0,0.295,0.295,837.147,910.559
TPU 100_ infill,68.58,R5,R,0.307,0,0.307,0.307,775.029,918.088
TPU 100_ infill,68.58,R6,R,0.293,0,0.293,0.293,727.971,923.735
TPU 100_ infill,68.58,R7,R,0.293,0,0.293,0.293,823.971,983.971
TPU 100_ infill,68.58,R8,R,0.294,0,0.294,0.294,769.382,987.735
TPU 100_ infill,68.58,R9,R,0.294,0,0.294,0.294,724.206,989.618
TPU 100_ infill,71.12,S1,S,0.281,0,0.281,0.281,575.5,867.265
TPU 100_ infill,71.12,S2,S,0.275,0,0.275,0.275,483.265,867.265
TPU 100_ infill,71.12,S3,S,0.273,0,0.273,0.273,404.206,872.912
TPU 100_ infill,71.12,S4,S,0.282,0,0.282,0.282,573.618,950.088
TPU 100_ infill,71.12,S5,S,0.279,0,0.279,0.279,494.559,950.088
TPU 100_ infill,71.12,S6,S,0.276,0,0.276,0.276,423.029,961.382
TPU 100_ infill,71.12,S7,S,0.277,0,0.277,0.277,545.382,1010.323
TPU 100_ infill,71.12,S8,S,0.275,0,0.275,0.275,494.559,1015.971
TPU 100_ infill,71.12,S9,S,0.274,0,0.274,0.274,432.441,1023.5
TPU 100_ infill,73.66,T1,T,0.262,0,0.262,0.262,541.618,1121.382
TPU 100_ infill,73.66,T2,T,0.258,0,0.258,0.258,460.676,1130.794
TPU 100_ infill,73.66,T3,T,0.259,0,0.259,0.259,392.912,1121.382
TPU 100_ infill,73.66,T4,T,0.26,0,0.26,0.26,543.5,1187.265
TPU 100_ infill,73.66,T5,T,0.264,0,0.264,0.264,468.206,1187.265
TPU 100_ infill,73.66,T6,T,0.258,0,0.258,0.258,413.618,1204.206
TPU 100_ infill,73.66,T7,T,0.259,0,0.259,0.259,528.441,1249.382
TPU 100_ infill,73.66,T8,T,0.259,0,0.259,0.259,483.265,1256.912
TPU 100_ infill,73.66,T9,T,0.254,0,0.254,0.254,432.441,1256.912
TPU 100_ infill,76.2,U1,U,0.242,0,0.242,0.242,554.794,1398.088
TPU 100_ infill,76.2,U2,U,0.24,0,0.24,0.24,494.559,1398.088
TPU 100_ infill,76.2,U3,U,0.239,0,0.239,0.239,432.441,1403.735
TPU 100_ infill,76.2,U4,U,0.242,0,0.242,0.242,551.029,1463.971
TPU 100_ infill,76.2,U5,U,0.238,0,0.238,0.238,502.088,1463.971
TPU 100_ infill,76.2,U6,U,0.239,0,0.239,0.239,447.5,1463.971
TPU 100_ infill,76.2,U7,U,0.242,0,0.242,0.242,552.912,1543.029
TPU 100_ infill,76.2,U8,U,0.239,0,0.239,0.239,496.441,1543.029
TPU 100_ infill,76.2,U9,U,0.237,0,0.237,0.237,432.441,1550.559
TPU 100_ infill,78.74,V1,V,0.237,0,0.237,0.237,846.559,1407.5
TPU 100_ infill,78.74,V2,V,0.236,0,0.236,0.236,771.265,1411.265
TPU 100_ infill,78.74,V3,V,0.233,0,0.233,0.233,692.206,1411.265
TPU 100_ infill,78.74,V4,V,0.228,0,0.228,0.228,823.971,1473.382
TPU 100_ infill,78.74,V5,V,0.233,0,0.233,0.233,756.206,1471.5
TPU 100_ infill,78.74,V6,V,0.232,0,0.232,0.232,686.559,1479.029
TPU 100_ infill,78.74,V7,V,0.226,0,0.226,0.226,784.441,1550.559
TPU 100_ infill,78.74,V8,V,0.225,0,0.225,0.225,731.735,1552.441
TPU 100_ infill,78.74,V9,V,0.226,0,0.226,0.226,677.147,1556.206
TPU 100_ infill,78.74,W1,V,0.205,0,0.205,0.205,1127.029,1405.618
TPU 100_ infill,81.28,W2,W,0.207,0,0.207,0.207,1059.265,1409.382
TPU 100_ infill,81.28,W3,W,0.212,0,0.212,0.212,980.206,1403.735
TPU 100_ infill,81.28,W4,W,0.203,0,0.203,0.203,1134.559,1463.971
TPU 100_ infill,81.28,W5,W,0.205,0,0.205,0.205,1068.677,1469.618
TPU 100_ infill,81.28,W6,W,0.206,0,0.206,0.206,1004.677,1477.147
TPU 100_ infill,81.28,W7,W,0.207,0,0.207,0.207,1142.088,1533.618
TPU 100_ infill,81.28,W8,W,0.203,0,0.203,0.203,1083.735,1537.382
TPU 100_ infill,81.28,W9,W,0.206,0,0.206,0.206,1029.147,1543.029
TPU 100_ infill,81.28,X1,W,0.205,0,0.205,0.205,1127.029,1123.265
TPU 100_ infill,83.82,X2,X,0.211,0,0.211,0.211,1047.971,1128.912
TPU 100_ infill,83.82,X3,X,0.216,0,0.216,0.216,974.559,1128.912
TPU 100_ infill,83.82,X4,X,0.203,0,0.203,0.203,1130.794,1196.677
TPU 100_ infill,83.82,X5,X,0.213,0,0.213,0.213,1053.618,1204.206
TPU 100_ infill,83.82,X6,X,0.212,0,0.212,0.212,997.147,1219.265
TPU 100_ infill,83.82,X7,X,0.199,0,0.199,0.199,1125.147,1281.382
TPU 100_ infill,83.82,X8,X,0.204,0,0.204,0.204,1074.323,1283.265
TPU 100_ infill,83.82,X9,X,0.204,0,0.204,0.204,1010.324,1296.441
TPU 100_ infill,83.82,Y1,X,0.213,0,0.213,0.213,839.029,1127.029
TPU 100_ infill,86.36,Y2,Y,0.216,0,0.216,0.216,771.265,1134.559
