Material,Thickness (mm),Label,Group,Mean,StdDev,Min,Max,X,Y
TPU 100_ infill,86.36,Y3,Y,0.216,0,0.216,0.216,707.265,1136.441
TPU 100_ infill,86.36,Y4,Y,0.216,0,0.216,0.216,820.206,1211.735
TPU 100_ infill,86.36,Y5,Y,0.214,0,0.214,0.214,765.618,1209.853
TPU 100_ infill,86.36,Y6,Y,0.212,0,0.212,0.212,714.794,1221.147
TPU 100_ infill,86.36,Y7,Y,0.212,0,0.212,0.212,803.265,1288.912
TPU 100_ infill,86.36,Y8,Y,0.206,0,0.206,0.206,758.088,1287.029
TPU 100_ infill,86.36,Y9,Y,0.212,0,0.212,0.212,697.853,1303.971
PLA 100_ infill,25.4,A1,A,0.701,0,0.701,0.701,1359,602
PLA 100_ infill,25.4,A2,A,0.734,0,0.734,0.734,1281.382,607.5
PLA 100_ infill,25.4,A3,A,0.738,0,0.738,0.738,1211.735,609.382
PLA 100_ infill,25.4,A4,A,0.704,0,0.704,0.704,1356.677,669.618
PLA 100_ infill,25.4,A5,A,0.74,0,0.74,0.74,1287.029,677.147
PLA 100_ infill,25.4,A6,A,0.74,0,0.74,0.74,1219.265,680.912
PLA 100_ infill,25.4,A7,A,0.704,0,0.704,0.704,1354.794,754.324
PLA 100_ infill,25.4,A8,A,0.735,0,0.735,0.735,1292.677,754.324
PLA 100_ infill,25.4,A9,A,0.739,0,0.739,0.739,1221.147,758.088
PLA 100_ infill,27.94,B1,B,0.695,0,0.695,0.695,1093.147,611.265
PLA 100_ infill,27.94,B2,B,0.712,0,0.712,0.712,1021.618,613.147
PLA 100_ infill,27.94,B3,B,0.734,0,0.734,0.734,946.324,616.912
PLA 100_ infill,27.94,B4,B,0.713,0,0.713,0.713,1087.5,677.147
PLA 100_ infill,27.94,B5,B,0.726,0,0.726,0.726,1031.029,677.147
PLA 100_ infill,27.94,B6,B,0.749,0,0.749,0.749,959.5,684.676
PLA 100_ infill,27.94,B7,B,0.708,0,0.708,0.708,1104.441,748.676
PLA 100_ infill,27.94,B8,B,0.733,0,0.733,0.733,1034.794,754.324
PLA 100_ infill,27.94,B9,B,0.745,0,0.745,0.745,978.324,754.324
PLA 100_ infill,30.48,C1,C,0.706,0,0.706,0.706,842.794,603.735
PLA 100_ infill,30.48,C2,C,0.714,0,0.714,0.714,771.265,611.265
PLA 100_ infill,30.48,C3,C,0.707,0,0.707,0.707,682.794,603.735
PLA 100_ infill,30.48,C4,C,0.72,0,0.72,0.72,837.147,690.324
PLA 100_ infill,30.48,C5,C,0.734,0,0.734,0.734,771.265,690.324
PLA 100_ infill,30.48,C6,C,0.72,0,0.72,0.72,705.382,697.853
PLA 100_ infill,30.48,C7,C,0.723,0,0.723,0.723,852.206,752.441
PLA 100_ infill,30.48,C8,C,0.729,0,0.729,0.729,782.559,754.324
PLA 100_ infill,30.48,C9,C,0.723,0,0.723,0.723,712.912,756.206
PLA 100_ infill,33.02,D1,D,0.659,0,0.659,0.659,588.676,601.853
PLA 100_ infill,33.02,D2,D,0.656,0,0.656,0.656,498.324,607.5
PLA 100_ infill,33.02,D3,D,0.656,0,0.656,0.656,432.441,611.265
PLA 100_ infill,33.02,D4,D,0.664,0,0.664,0.664,567.971,686.559
PLA 100_ infill,33.02,D5,D,0.663,0,0.663,0.663,507.735,684.676
PLA 100_ infill,33.02,D6,D,0.656,0,0.656,0.656,439.971,690.324
PLA 100_ infill,33.02,D7,D,0.667,0,0.667,0.667,551.029,752.441
PLA 100_ infill,33.02,D8,D,0.661,0,0.661,0.661,490.794,754.324
PLA 100_ infill,33.02,D9,D,0.655,0,0.655,0.655,426.794,759.971
PLA 100_ infill,35.56,E1,E,0.603,0,0.603,0.603,317.618,613.147
PLA 100_ infill,35.56,E2,E,0.624,0,0.624,0.624,244.206,611.265
PLA 100_ infill,35.56,E3,E,0.622,0,0.622,0.622,150.088,613.147
PLA 100_ infill,35.56,E4,E,0.604,0,0.604,0.604,302.559,682.794
PLA 100_ infill,35.56,E5,E,0.622,0,0.622,0.622,249.853,680.912
PLA 100_ infill,35.56,E6,E,0.624,0,0.624,0.624,170.794,684.676
PLA 100_ infill,35.56,E7,E,0.605,0,0.605,0.605,298.794,748.676
PLA 100_ infill,35.56,E8,E,0.622,0,0.622,0.622,234.794,748.676
PLA 100_ infill,35.56,E9,E,0.625,0,0.625,0.625,170.794,761.853
PLA 100_ infill,38.1,F1,F,0.568,0,0.568,0.568,304.441,867.265
PLA 100_ infill,38.1,F2,F,0.582,0,0.582,0.582,231.029,869.147
PLA 100_ infill,38.1,F3,F,0.576,0,0.576,0.576,153.853,878.559
PLA 100_ infill,38.1,F4,F,0.562,0,0.562,0.562,291.265,935.029
PLA 100_ infill,38.1,F5,F,0.581,0,0.581,0.581,223.5,940.677
PLA 100_ infill,38.1,F6,F,0.58,0,0.58,0.58,161.382,940.677
PLA 100_ infill,38.1,F7,F,0.569,0,0.569,0.569,293.147,999.029
PLA 100_ infill,38.1,F8,F,0.587,0,0.587,0.587,223.5,993.382
PLA 100_ infill,38.1,F9,F,0.579,0,0.579,0.579,170.794,999.029
PLA 100_ infill,40.64,G1,G,0.527,0,0.527,0.527,310.088,1136.441
PLA 100_ infill,40.64,G2,G,0.543,0,0.543,0.543,219.735,1136.441
PLA 100_ infill,40.64,G3,G,0.536,0,0.536,0.536,153.853,1140.206
PLA 100_ infill,40.64,G4,G,0.524,0,0.524,0.524,285.618,1196.677
PLA 100_ infill,40.64,G5,G,0.545,0,0.545,0.545,221.618,1198.559
PLA 100_ infill,40.64,G6,G,0.535,0,0.535,0.535,167.029,1200.441
PLA 100_ infill,40.64,G7,G,0.528,0,0.528,0.528,287.5,1255.029
PLA 100_ infill,40.64,G8,G,0.541,0,0.541,0.541,229.147,1258.794
PLA 100_ infill,40.64,G9,G,0.536,0,0.536,0.536,176.441,1262.559
PLA 100_ infill,43.18,H1,H,0.483,0,0.483,0.483,279.971,1388.677
PLA 100_ infill,43.18,H2,H,0.505,0,0.505,0.505,206.559,1394.323
PLA 100_ infill,43.18,H3,H,0.497,0,0.497,0.497,142.559,1392.441
PLA 100_ infill,43.18,H4,H,0.484,0,0.484,0.484,291.265,1448.912
PLA 100_ infill,43.18,H5,H,0.505,0,0.505,0.505,210.324,1445.147
PLA 100_ infill,43.18,H6,H,0.492,0,0.492,0.492,155.735,1448.912
PLA 100_ infill,43.18,H7,H,0.483,0,0.483,0.483,304.441,1507.265
PLA 100_ infill,43.18,H8,H,0.495,0,0.495,0.495,231.029,1509.147
PLA 100_ infill,43.18,H9,H,0.493,0,0.493,0.493,165.147,1514.794
PLA 100_ infill,45.72,I1,I,0.456,0,0.456,0.456,306.324,1667.265
PLA 100_ infill,45.72,I2,I,0.463,0,0.463,0.463,202.794,1663.5
PLA 100_ infill,45.72,I3,I,0.461,0,0.461,0.461,150.088,1672.912
PLA 100_ infill,45.72,I4,I,0.446,0,0.446,0.446,291.265,1733.147
PLA 100_ infill,45.72,I5,I,0.462,0,0.462,0.462,208.441,1735.029
PLA 100_ infill,45.72,I6,I,0.456,0,0.456,0.456,165.147,1750.088
PLA 100_ infill,45.72,I7,I,0.438,0,0.438,0.438,285.618,1819.735
PLA 100_ infill,45.72,I8,I,0.449,0,0.449,0.449,227.265,1814.088
PLA 100_ infill,45.72,I9,I,0.449,0,0.449,0.449,163.265,1815.971
PLA 100_ infill,48.26,J1,J,0.421,0,0.421,0.421,581.147,1684.206
PLA 100_ infill,48.26,J2,J,0.424,0,0.424,0.424,479.5,1687.971
PLA 100_ infill,48.26,J3,J,0.42,0,0.42,0.42,415.5,1695.5
PLA 100_ infill,48.26,J4,J,0.414,0,0.414,0.414,571.735,1750.088
PLA 100_ infill,48.26,J5,J,0.415,0,0.415,0.415,485.147,1757.618
PLA 100_ infill,48.26,J6,J,0.414,0,0.414,0.414,417.382,1761.382
PLA 100_ infill,48.26,J7,J,0.404,0,0.404,0.404,581.147,1819.735
PLA 100_ infill,48.26,J8,J,0.406,0,0.406,0.406,498.324,1823.5
PLA 100_ infill,48.26,J9,J,0.425,0,0.425,0.425,419.265,1829.147
PLA 100_ infill,50.8,K1,K,0.377,0,0.377,0.377,844.677,1689.853
PLA 100_ infill,50.8,K2,K,0.383,0,0.383,0.383,746.794,1693.618
PLA 100_ infill,50.8,K3,K,0.388,0,0.388,0.388,682.794,1689.853
PLA 100_ infill,50.8,K4,K,0.374,0,0.374,0.374,844.677,1746.323
PLA 100_ infill,50.8,K5,K,0.373,0,0.373,0.373,754.324,1757.618
PLA 100_ infill,50.8,K6,K,0.377,0,0.377,0.377,697.853,1761.382
PLA 100_ infill,50.8,K7,K,0.359,0,0.359,0.359,831.5,1817.853
PLA 100_ infill,50.8,K8,K,0.367,0,0.367,0.367,767.5,1819.735
PLA 100_ infill,50.8,K9,K,0.373,0,0.373,0.373,709.147,1829.147
PLA 100_ infill,53.34,L1,L,0.34,0,0.34,0.34,1125.147,1697.382
PLA 100_ infill,53.34,L2,L,0.342,0,0.342,0.342,1049.853,1703.029
PLA 100_ infill,53.34,L3,L,0.342,0,0.342,0.342,976.441,1706.794
PLA 100_ infill,53.34,L4,L,0.337,0,0.337,0.337,1125.147,1759.5
PLA 100_ infill,53.34,L5,L,0.339,0,0.339,0.339,1047.971,1768.912
PLA 100_ infill,53.34,L6,L,0.338,0,0.338,0.338,991.5,1772.677
PLA 100_ infill,53.34,L7,L,0.334,0,0.334,0.334,1111.971,1808.441
PLA 100_ infill,53.34,L8,L,0.332,0,0.332,0.332,1055.5,1812.206
PLA 100_ infill,53.34,L9,L,0.331,0,0.331,0.331,1000.912,1825.382
PLA 100_ infill,55.88,M1,M,0.327,0,0.327,0.327,1377.382,1704.912
PLA 100_ infill,55.88,M2,M,0.326,0,0.326,0.326,1307.735,1706.794
PLA 100_ infill,55.88,M3,M,0.326,0,0.326,0.326,1243.735,1712.441
PLA 100_ infill,55.88,M4,M,0.325,0,0.325,0.325,1373.618,1761.382
PLA 100_ infill,55.88,M5,M,0.323,0,0.323,0.323,1317.147,1770.794
PLA 100_ infill,55.88,M6,M,0.321,0,0.321,0.321,1238.088,1785.853
PLA 100_ infill,55.88,M7,M,0.321,0,0.321,0.321,1360.441,1823.5
PLA 100_ infill,55.88,M8,M,0.322,0,0.322,0.322,1311.5,1831.029
PLA 100_ infill,55.88,M9,M,0.338,0,0.338,0.338,1260.677,1836.677
PLA 100_ infill,58.42,N1,N,0.311,0,0.311,0.311,1383.029,1396.206
PLA 100_ infill,58.42,N2,N,0.311,0,0.311,0.311,1303.971,1401.853
PLA 100_ infill,58.42,N3,N,0.315,0,0.315,0.315,1245.618,1399.971
PLA 100_ infill,58.42,N4,N,0.471,0,0.471,0.471,1399.971,1465.853
PLA 100_ infill,58.42,N5,N,0.309,0,0.309,0.309,1307.735,1467.735
PLA 100_ infill,58.42,N6,N,0.313,0,0.313,0.313,1234.323,1469.618
PLA 100_ infill,58.42,N7,N,0.453,0,0.453,0.453,1398.088,1533.618
PLA 100_ infill,58.42,N8,N,0.304,0,0.304,0.304,1305.853,1544.912
PLA 100_ infill,58.42,N9,N,0.311,0,0.311,0.311,1249.382,1548.677
PLA 100_ infill,60.96,O1,O,0.321,0,0.321,0.321,1384.912,1117.618
PLA 100_ infill,60.96,O2,O,0.3,0,0.3,0.3,1300.206,1123.265
PLA 100_ infill,60.96,O3,O,0.304,0,0.304,0.304,1245.618,1127.029
PLA 100_ infill,60.96,O4,O,0.29,0,0.29,0.29,1381.147,1183.5
PLA 100_ infill,60.96,O5,O,0.3,0,0.3,0.3,1311.5,1189.147
PLA 100_ infill,60.96,O6,O,0.297,0,0.297,0.297,1266.323,1196.677
PLA 100_ infill,60.96,O7,O,0.319,0,0.319,0.319,1384.912,1249.382
PLA 100_ infill,60.96,O8,O,0.296,0,0.296,0.296,1317.147,1271.971
PLA 100_ infill,60.96,O9,O,0.302,0,0.302,0.302,1268.206,1273.853
PLA 100_ infill,63.5,P1,P,0.28,0,0.28,0.28,1381.147,865.382
PLA 100_ infill,63.5,P2,P,0.292,0,0.292,0.292,1298.323,865.382
PLA 100_ infill,63.5,P3,P,0.294,0,0.294,0.294,1211.735,867.265
PLA 100_ infill,63.5,P4,P,0.281,0,0.281,0.281,1379.265,923.735
PLA 100_ infill,63.5,P5,P,0.291,0,0.291,0.291,1305.853,936.912
PLA 100_ infill,63.5,P6,P,0.293,0,0.293,0.293,1243.735,938.794
PLA 100_ infill,63.5,P7,P,0.278,0,0.278,0.278,1364.206,1012.206
PLA 100_ infill,63.5,P8,P,0.289,0,0.289,0.289,1315.265,1015.971
PLA 100_ infill,63.5,P9,P,0.292,0,0.292,0.292,1249.382,1031.029
PLA 100_ infill,66.04,Q1,Q,0.287,0,0.287,0.287,1113.853,859.735
PLA 100_ infill,66.04,Q2,Q,0.3,0,0.3,0.3,1019.735,861.618
PLA 100_ infill,66.04,Q3,Q,0.301,0,0.301,0.301,970.794,859.735
PLA 100_ infill,66.04,Q4,Q,0.286,0,0.286,0.286,1096.912,923.735
PLA 100_ infill,66.04,Q5,Q,0.294,0,0.294,0.294,1051.735,927.5
PLA 100_ infill,66.04,Q6,Q,0.301,0,0.301,0.301,993.382,935.029
PLA 100_ infill,66.04,Q7,Q,0.287,0,0.287,0.287,1102.559,1000.912
PLA 100_ infill,66.04,Q8,Q,0.296,0,0.296,0.296,1046.088,1000.912
PLA 100_ infill,66.04,Q9,Q,0.296,0,0.296,0.296,993.382,1002.794
PLA 100_ infill,68.58,R1,R,0.295,0,0.295,0.295,837.147,863.5
PLA 100_ infill,68.58,R2,R,0.294,0,0.294,0.294,773.147,857.853
PLA 100_ infill,68.58,R3,R,0.29,0,0.29,0.29,707.265,863.5
PLA 100_ infill,68.58,R4,R,0.295,0,0.295,0.295,837.147,910.559
PLA 100_ infill,68.58,R5,R,0.307,0,0.307,0.307,775.029,918.088
PLA 100_ infill,68.58,R6,R,0.293,0,0.293,0.293,727.971,923.735
PLA 100_ infill,68.58,R7,R,0.293,0,0.293,0.293,823.971,983.971
PLA 100_ infill,68.58,R8,R,0.294,0,0.294,0.294,769.382,987.735
PLA 100_ infill,68.58,R9,R,0.294,0,0.294,0.294,724.206,989.618
PLA 100_ infill,71.12,S1,S,0.281,0,0.281,0.281,575.5,867.265
PLA 100_ infill,71.12,S2,S,0.275,0,0.275,0.275,483.265,867.265
PLA 100_ infill,71.12,S3,S,0.273,0,0.273,0.273,404.206,872.912
PLA 100_ infill,71.12,S4,S,0.282,0,0.282,0.282,573.618,950.088
PLA 100_ infill,71.12,S5,S,0.279,0,0.279,0.279,494.559,950.088
PLA 100_ infill,71.12,S6,S,0.276,0,0.276,0.276,423.029,961.382
PLA 100_ infill,71.12,S7,S,0.277,0,0.277,0.277,545.382,1010.323
PLA 100_ infill,71.12,S8,S,0.275,0,0.275,0.275,494.559,1015.971
PLA 100_ infill,71.12,S9,S,0.274,0,0.274,0.274,432.441,1023.5
PLA 100_ infill,73.66,T1,T,0.262,0,0.262,0.262,541.618,1121.382
PLA 100_ infill,73.66,T2,T,0.258,0,0.258,0.258,460.676,1130.794
PLA 100_ infill,73.66,T3,T,0.259,0,0.259,0.259,392.912,1121.382
PLA 100_ infill,73.66,T4,T,0.26,0,0.26,0.26,543.5,1187.265
PLA 100_ infill,73.66,T5,T,0.264,0,0.264,0.264,468.206,1187.265
PLA 100_ infill,73.66,T6,T,0.258,0,0.258,0.258,413.618,1204.206
PLA 100_ infill,73.66,T7,T,0.259,0,0.259,0.259,528.441,1249.382
PLA 100_ infill,73.66,T8,T,0.259,0,0.259,0.259,483.265,1256.912
PLA 100_ infill,73.66,T9,T,0.254,0,0.254,0.254,432.441,1256.912
PLA 100_ infill,76.2,U1,U,0.242,0,0.242,0.242,554.794,1398.088
PLA 100_ infill,76.2,U2,U,0.24,0,0.24,0.24,494.559,1398.088
PLA 100_ infill,76.2,U3,U,0.239,0,0.239,0.239,432.441,1403.735
PLA 100_ infill,76.2,U4,U,0.242,0,0.242,0.242,551.029,1463.971
PLA 100_ infill,76.2,U5,U,0.238,0,0.238,0.238,502.088,1463.971
PLA 100_ infill,76.2,U6,U,0.239,0,0.239,0.239,447.5,1463.971
PLA 100_ infill,76.2,U7,U,0.242,0,0.242,0.242,552.912,1543.029
PLA 100_ infill,76.2,U8,U,0.239,0,0.239,0.239,496.441,1543.029
PLA 100_ infill,76.2,U9,U,0.237,0,0.237,0.237,432.441,1550.559
PLA 100_ infill,78.74,V1,V,0.237,0,0.237,0.237,846.559,1407.5
PLA 100_ infill,78.74,V2,V,0.236,0,0.236,0.236,771.265,1411.265
PLA 100_ infill,78.74,V3,V,0.233,0,0.233,0.233,692.206,1411.265
PLA 100_ infill,78.74,V4,V,0.228,0,0.228,0.228,823.971,1473.382
PLA 100_ infill,78.74,V5,V,0.233,0,0.233,0.233,756.206,1471.5
PLA 100_ infill,78.74,V6,V,0.232,0,0.232,0.232,686.559,1479.029
PLA 100_ infill,78.74,V7,V,0.226,0,0.226,0.226,784.441,1550.559
PLA 100_ infill,78.74,V8,V,0.225,0,0.225,0.225,731.735,1552.441
PLA 100_ infill,78.74,V9,V,0.226,0,0.226,0.226,677.147,1556.206
PLA 100_ infill,78.74,W1,V,0.205,0,0.205,0.205,1127.029,1405.618
PLA 100_ infill,81.28,W2,W,0.207,0,0.207,0.207,1059.265,1409.382
PLA 100_ infill,81.28,W3,W,0.212,0,0.212,0.212,980.206,1403.735
PLA 100_ infill,81.28,W4,W,0.203,0,0.203,0.203,1134.559,1463.971
PLA 100_ infill,81.28,W5,W,0.205,0,0.205,0.205,1068.677,1469.618
PLA 100_ infill,81.28,W6,W,0.206,0,0.206,0.206,1004.677,1477.147
PLA 100_ infill,81.28,W7,W,0.207,0,0.207,0.207,1142.088,1533.618
PLA 100_ infill,81.28,W8,W,0.203,0,0.203,0.203,1083.735,1537.382
PLA 100_ infill,81.28,W9,W,0.206,0,0.206,0.206,1029.147,1543.029
PLA 100_ infill,81.28,X1,W,0.205,0,0.205,0.205,1127.029,1123.265
PLA 100_ infill,83.82,X2,X,0.211,0,0.211,0.211,1047.971,1128.912
PLA 100_ infill,83.82,X3,X,0.216,0,0.216,0.216,974.559,1128.912
PLA 100_ infill,83.82,X4,X,0.203,0,0.203,0.203,1130.794,1196.677
PLA 100_ infill,83.82,X5,X,0.213,0,0.213,0.213,1053.618,1204.206
PLA 100_ infill,83.82,X6,X,0.212,0,0.212,0.212,997.147,1219.265
PLA 100_ infill,83.82,X7,X,0.199,0,0.199,0.199,1125.147,1281.382
PLA 100_ infill,83.82,X8,X,0.204,0,0.204,0.204,1074.323,1283.265
PLA 100_ infill,83.82,X9,X,0.204,0,0.204,0.204,1010.324,1296.441
PLA 100_ infill,83.82,Y1,X,0.213,0,0.213,0.213,839.029,1127.029
PLA 100_ infill,86.36,Y2,Y,0.216,0,0.216,0.216,771.265,1134.559
PLA 100_ infill,86.36,Y3,Y,0.216,0,0.216,0.216,707.265,1136.441
PLA 100_ infill,86.36,Y4,Y,0.216,0,0.216,0.216,820.206,1211.735
PLA 100_ infill,86.36,Y5,Y,0.214,0,0.214,0.214,765.618,1209.853
PLA 100_ infill,86.36,Y6,Y,0.212,0,0.212,0.212,714.794,1221.147
PLA 100_ infill,86.36,Y7,Y,0.212,0,0.212,0.212,803.265,1288.912
PLA 100_ infill,86.36,Y8,Y,0.206,0,0.206,0.206,758.088,1287.029
PLA 100_ infill,86.36,Y9,Y,0.212,0,0.212,0.212,697.853,1303.971
TPU 90_ infill,25.4,A1,A,0.703,0,0.703,0.703,1359,602
TPU 90_ infill,25.4,A2,A,0.731,0,0.731,0.731,1281.382,607.5
TPU 90_ infill,25.4,A3,A,0.733,0,0.733,0.733,1211.735,609.382
TPU 90_ infill,25.4,A4,A,0.707,0,0.707,0.707,1356.677,669.618
TPU 90_ infill,25.4,A5,A,0.737,0,0.737,0.737,1287.029,677.147
TPU 90_ infill,25.4,A6,A,0.735,0,0.735,0.735,1219.265,680.912
TPU 90_ infill,25.4,A7,A,0.706,0,0.706,0.706,1354.794,754.324
TPU 90_ infill,25.4,A8,A,0.732,0,0.732,0.732,1292.677,754.324
TPU 90_ infill,25.4,A9,A,0.737,0,0.737,0.737,1221.147,758.088
TPU 90_ infill,27.94,B1,B,0.703,0,0.703,0.703,1093.147,611.265
TPU 90_ infill,27.94,B2,B,0.725,0,0.725,0.725,1021.618,613.147
TPU 90_ infill,27.94,B3,B,0.745,0,0.745,0.745,946.324,616.912
TPU 90_ infill,27.94,B4,B,0.72,0,0.72,0.72,1087.5,677.147
TPU 90_ infill,27.94,B5,B,0.734,0,0.734,0.734,1031.029,677.147
TPU 90_ infill,27.94,B6,B,0.757,0,0.757,0.757,959.5,684.676
TPU 90_ infill,27.94,B7,B,0.721,0,0.721,0.721,1104.441,748.676
TPU 90_ infill,27.94,B8,B,0.745,0,0.745,0.745,1034.794,754.324
TPU 90_ infill,27.94,B9,B,0.755,0,0.755,0.755,978.324,754.324
TPU 90_ infill,30.48,C1,C,0.728,0,0.728,0.728,842.794,603.735
TPU 90_ infill,30.48,C2,C,0.737,0,0.737,0.737,771.265,611.265
TPU 90_ infill,30.48,C3,C,0.726,0,0.726,0.726,682.794,603.735
TPU 90_ infill,30.48,C4,C,0.744,0,0.744,0.744,837.147,690.324
TPU 90_ infill,30.48,C5,C,0.752,0,0.752,0.752,771.265,690.324
TPU 90_ infill,30.48,C6,C,0.737,0,0.737,0.737,705.382,697.853
TPU 90_ infill,30.48,C7,C,0.749,0,0.749,0.749,852.206,752.441
TPU 90_ infill,30.48,C8,C,0.747,0,0.747,0.747,782.559,754.324
TPU 90_ infill,30.48,C9,C,0.742,0,0.742,0.742,712.912,756.206
TPU 90_ infill,33.02,D1,D,0.695,0,0.695,0.695,588.676,601.853
TPU 90_ infill,33.02,D2,D,0.68,0,0.68,0.68,498.324,607.5
TPU 90_ infill,33.02,D3,D,0.692,0,0.692,0.692,432.441,611.265
TPU 90_ infill,33.02,D4,D,0.693,0,0.693,0.693,567.971,686.559
TPU 90_ infill,33.02,D5,D,0.69,0,0.69,0.69,507.735,684.676
TPU 90_ infill,33.02,D6,D,0.676,0,0.676,0.676,439.971,690.324
TPU 90_ infill,33.02,D7,D,0.689,0,0.689,0.689,551.029,752.441
TPU 90_ infill,33.02,D8,D,0.686,0,0.686,0.686,490.794,754.324
TPU 90_ infill,33.02,D9,D,0.703,0,0.703,0.703,426.794,759.971
TPU 90_ infill,35.56,E1,E,0.639,0,0.639,0.639,317.618,613.147
TPU 90_ infill,35.56,E2,E,0.655,0,0.655,0.655,244.206,611.265
TPU 90_ infill,35.56,E3,E,0.641,0,0.641,0.641,150.088,613.147
TPU 90_ infill,35.56,E4,E,0.638,0,0.638,0.638,302.559,682.794
TPU 90_ infill,35.56,E5,E,0.65,0,0.65,0.65,249.853,680.912
TPU 90_ infill,35.56,E6,E,0.653,0,0.653,0.653,170.794,684.676
TPU 90_ infill,35.56,E7,E,0.645,0,0.645,0.645,298.794,748.676
TPU 90_ infill,35.56,E8,E,0.665,0,0.665,0.665,234.794,748.676
TPU 90_ infill,35.56,E9,E,0.667,0,0.667,0.667,170.794,761.853
TPU 90_ infill,38.1,F1,F,0.605,0,0.605,0.605,304.441,867.265
TPU 90_ infill,38.1,F2,F,0.614,0,0.614,0.614,231.029,869.147
TPU 90_ infill,38.1,F3,F,0.609,0,0.609,0.609,153.853,878.559
TPU 90_ infill,38.1,F4,F,0.641,0,0.641,0.641,291.265,935.029
TPU 90_ infill,38.1,F5,F,0.612,0,0.612,0.612,223.5,940.677
TPU 90_ infill,38.1,F6,F,0.612,0,0.612,0.612,161.382,940.677
TPU 90_ infill,38.1,F7,F,0.6,0,0.6,0.6,293.147,999.029
TPU 90_ infill,38.1,F8,F,0.618,0,0.618,0.618,223.5,993.382
TPU 90_ infill,38.1,F9,F,0.619,0,0.619,0.619,170.794,999.029
TPU 90_ infill,40.64,G1,G,0.574,0,0.574,0.574,310.088,1136.441
TPU 90_ infill,40.64,G2,G,0.603,0,0.603,0.603,219.735,1136.441
TPU 90_ infill,40.64,G3,G,0.577,0,0.577,0.577,153.853,1140.206
TPU 90_ infill,40.64,G4,G,0.559,0,0.559,0.559,285.618,1196.677
TPU 90_ infill,40.64,G5,G,0.586,0,0.586,0.586,221.618,1198.559
TPU 90_ infill,40.64,G6,G,0.593,0,0.593,0.593,167.029,1200.441
TPU 90_ infill,40.64,G7,G,0.562,0,0.562,0.562,287.5,1255.029
TPU 90_ infill,40.64,G8,G,0.577,0,0.577,0.577,229.147,1258.794
TPU 90_ infill,40.64,G9,G,0.602,0,0.602,0.602,176.441,1262.559
TPU 90_ infill,43.18,H1,H,0.528,0,0.528,0.528,279.971,1388.677
TPU 90_ infill,43.18,H2,H,0.55,0,0.55,0.55,206.559,1394.323
TPU 90_ infill,43.18,H3,H,0.554,0,0.554,0.554,142.559,1392.441
TPU 90_ infill,43.18,H4,H,0.546,0,0.546,0.546,291.265,1448.912
TPU 90_ infill,43.18,H5,H,0.556,0,0.556,0.556,210.324,1445.147
TPU 90_ infill,43.18,H6,H,0.546,0,0.546,0.546,155.735,1448.912
TPU 90_ infill,43.18,H7,H,0.526,0,0.526,0.526,304.441,1507.265
TPU 90_ infill,43.18,H8,H,0.555,0,0.555,0.555,231.029,1509.147
TPU 90_ infill,43.18,H9,H,0.543,0,0.543,0.543,165.147,1514.794
TPU 90_ infill,45.72,I1,I,0.495,0,0.495,0.495,306.324,1667.265
TPU 90_ infill,45.72,I2,I,0.508,0,0.508,0.508,202.794,1663.5
TPU 90_ infill,45.72,I3,I,0.515,0,0.515,0.515,150.088,1672.912
TPU 90_ infill,45.72,I4,I,0.494,0,0.494,0.494,291.265,1733.147
TPU 90_ infill,45.72,I5,I,0.51,0,0.51,0.51,208.441,1735.029
TPU 90_ infill,45.72,I6,I,0.511,0,0.511,0.511,165.147,1750.088
TPU 90_ infill,45.72,I7,I,0.485,0,0.485,0.485,285.618,1819.735
TPU 90_ infill,45.72,I8,I,0.509,0,0.509,0.509,227.265,1814.088
TPU 90_ infill,45.72,I9,I,0.505,0,0.505,0.505,163.265,1815.971
TPU 90_ infill,48.26,J1,J,0.466,0,0.466,0.466,581.147,1684.206
TPU 90_ infill,48.26,J2,J,0.461,0,0.461,0.461,479.5,1687.971
TPU 90_ infill,48.26,J3,J,0.502,0,0.502,0.502,415.5,1695.5
TPU 90_ infill,48.26,J4,J,0.479,0,0.479,0.479,571.735,1750.088
TPU 90_ infill,48.26,J5,J,0.485,0,0.485,0.485,485.147,1757.618
TPU 90_ infill,48.26,J6,J,0.487,0,0.487,0.487,417.382,1761.382
TPU 90_ infill,48.26,J7,J,0.458,0,0.458,0.458,581.147,1819.735
TPU 90_ infill,48.26,J8,J,0.465,0,0.465,0.465,498.324,1823.5
TPU 90_ infill,48.26,J9,J,0.454,0,0.454,0.454,419.265,1829.147
TPU 90_ infill,50.8,K1,K,0.418,0,0.418,0.418,844.677,1689.853
TPU 90_ infill,50.8,K2,K,0.431,0,0.431,0.431,746.794,1693.618
TPU 90_ infill,50.8,K3,K,0.44,0,0.44,0.44,682.794,1689.853
TPU 90_ infill,50.8,K4,K,0.424,0,0.424,0.424,844.677,1746.323
TPU 90_ infill,50.8,K5,K,0.42,0,0.42,0.42,754.324,1757.618
TPU 90_ infill,50.8,K6,K,0.429,0,0.429,0.429,697.853,1761.382
TPU 90_ infill,50.8,K7,K,0.413,0,0.413,0.413,831.5,1817.853
TPU 90_ infill,50.8,K8,K,0.416,0,0.416,0.416,767.5,1819.735
TPU 90_ infill,50.8,K9,K,0.42,0,0.42,0.42,709.147,1829.147
TPU 90_ infill,53.34,L1,L,0.388,0,0.388,0.388,1125.147,1697.382
